INDICATOR_ID,COUNTRY_ID,YEAR,VALUE,MAGNITUDE,QUALIFIER,TYPE,METADATA,COUNTRY_NAME_EN,INDICATOR_LABEL_EN
AIR.2.GPV.GLAST,TZA,2020,33.16817340472053,,,Source:Data sources,"Source: Pre-Primary, Primary, Secondary, Adult and Non-Formal Education Statistics, 2020 (https://www.tamisemi.go.tz/storage/app/media/uploaded-files/BEST%202020%20Regional%20Data_Final.pdf)",United Republic of Tanzania,"Gross intake ratio to the last grade of lower secondary general education, both sexes (%)"
AIR.2.GPV.GLAST.F,TZA,2020,34.73540683039237,,,Source:Data sources,"Source: Pre-Primary, Primary, Secondary, Adult and Non-Formal Education Statistics, 2020 (https://www.tamisemi.go.tz/storage/app/media/uploaded-files/BEST%202020%20Regional%20Data_Final.pdf)",United Republic of Tanzania,"Gross intake ratio to the last grade of lower secondary general education, female (%)"
AIR.2.GPV.GLAST.GPIA,TZA,2020,1.089552879333496,,,Source:Data sources,"Source: Pre-Primary, Primary, Secondary, Adult and Non-Formal Education Statistics, 2020 (https://www.tamisemi.go.tz/storage/app/media/uploaded-files/BEST%202020%20Regional%20Data_Final.pdf)",United Republic of Tanzania,"Gross intake ratio to the last grade of lower secondary general education, adjusted gender parity index (GPIA)"
AIR.2.GPV.GLAST.M,TZA,2020,31.62475121290933,,,Source:Data sources,"Source: Pre-Primary, Primary, Secondary, Adult and Non-Formal Education Statistics, 2020 (https://www.tamisemi.go.tz/storage/app/media/uploaded-files/BEST%202020%20Regional%20Data_Final.pdf)",United Republic of Tanzania,"Gross intake ratio to the last grade of lower secondary general education, male (%)"
CR.1,TZA,2020,74.0999984741211,,,Source:Data sources,https://education-estimates.org/completion/data/; extracted on 10 February 2023 (GEMR/UIS),United Republic of Tanzania,"Completion rate, primary education, both sexes (%)"
CR.1.ABL,TZA,2012,79.941162109375,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, not disabled, both sexes (%)"
CR.1.ABL.F,TZA,2012,81.51029205322266,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, not disabled, female (%)"
CR.1.ABL.GPIA,TZA,2012,1.039510011672974,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, not disabled, adjusted gender parity index (GPIA)"
CR.1.ABL.M,TZA,2012,78.29003143310547,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, not disabled, male (%)"
CR.1.DIS,TZA,2012,46.71857833862305,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, disabled, both sexes (%)"
CR.1.DIS.F,TZA,2012,52.12158966064453,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, disabled, female (%)"
CR.1.DIS.GPIA,TZA,2012,1.194929957389832,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, disabled, adjusted gender parity index (GPIA)"
CR.1.DIS.M,TZA,2012,41.96149826049805,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, disabled, male (%)"
CR.1.DPIA,TZA,2012,0.5844100117683411,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, adjusted disability parity index (DPIA)"
CR.1.F,TZA,2020,83.60000610351562,,,Source:Data sources,https://education-estimates.org/completion/data/; extracted on 10 February 2023 (GEMR/UIS),United Republic of Tanzania,"Completion rate, primary education, female (%)"
CR.1.F.DPIA,TZA,2012,0.6394500136375427,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, female, adjusted disability parity index (DPIA)"
CR.1.F.LPIA,TZA,2019,0.944100022315979,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, female, adjusted location parity index (LPIA)"
CR.1.F.WPIA,TZA,2015,0.7120599746704102,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, female, adjusted wealth parity index (WPIA)"
CR.1.GPIA,TZA,2020,1.169856548309326,,,Source:Data sources,https://education-estimates.org/completion/data/; extracted on 10 February 2023 (GEMR/UIS),United Republic of Tanzania,"Completion rate, primary education, adjusted gender parity index (GPIA)"
CR.1.LPIA,TZA,2019,0.9301400184631348,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, adjusted location parity index (LPIA)"
CR.1.M,TZA,2020,69.4000015258789,,,Source:Data sources,https://education-estimates.org/completion/data/; extracted on 10 February 2023 (GEMR/UIS),United Republic of Tanzania,"Completion rate, primary education, male (%)"
CR.1.M.DPIA,TZA,2012,0.5359799861907959,,,Source:Data sources,"United Republic of Tanzania IPUMS-International 2012. The census collected data on school attendance for age 4-95 and educational attainment for age 4 and above. Users should note that measures of disability can differ between and within surveys and may not be comparable. The measure of disability in this survey is partly based on the Washington Group short set of questions. It includes Washington Group questions that are assessed on a Likert scale, as well as an additional dichotomous item for conditions such as cleft palate, spina bifida and mental illness.",United Republic of Tanzania,"Completion rate, primary education, male, adjusted disability parity index (DPIA)"
CR.1.M.LPIA,TZA,2019,0.0,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, male, adjusted location parity index (LPIA)"
CR.1.M.WPIA,TZA,2015,0.5616899728775024,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, male, adjusted wealth parity index (WPIA)"
CR.1.Q1,TZA,2015,60.57991027832031,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, poorest quintile, both sexes (%)"
CR.1.Q1.F,TZA,2015,66.9363784790039,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, poorest quintile, female (%)"
CR.1.Q1.F.LPIA,TZA,2015,0.0,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, poorest quintile, female, adjusted location parity index (LPIA)"
CR.1.Q1.GPIA,TZA,2015,1.196380019187927,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, poorest quintile, adjusted gender parity index (GPIA)"
CR.1.Q1.LPIA,TZA,2015,1.224269986152649,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, poorest quintile, adjusted location parity index (LPIA)"
CR.1.Q1.M,TZA,2015,53.7911491394043,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, poorest quintile, male (%)"
CR.1.Q1.M.LPIA,TZA,2015,0.0,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, poorest quintile, male, adjusted location parity index (LPIA)"
CR.1.Q2,TZA,2015,67.55799865722656,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, second quintile, both sexes (%)"
CR.1.Q2.F,TZA,2015,74.84618377685547,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, second quintile, female (%)"
CR.1.Q2.F.LPIA,TZA,2015,0.0,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, second quintile, female, adjusted location parity index (LPIA)"
CR.1.Q2.GPIA,TZA,2015,1.187080025672913,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, second quintile, adjusted gender parity index (GPIA)"
CR.1.Q2.LPIA,TZA,2015,0.0,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, second quintile, adjusted location parity index (LPIA)"
CR.1.Q2.M,TZA,2015,60.84379959106445,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, second quintile, male (%)"
CR.1.Q2.M.LPIA,TZA,2015,0.0,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, second quintile, male, adjusted location parity index (LPIA)"
CR.1.Q3,TZA,2015,77.43559265136719,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, middle quintile, both sexes (%)"
CR.1.Q3.F,TZA,2015,82.84784698486328,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, middle quintile, female (%)"
CR.1.Q3.F.LPIA,TZA,2015,0.0,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, middle quintile, female, adjusted location parity index (LPIA)"
CR.1.Q3.GPIA,TZA,2015,1.11899995803833,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, middle quintile, adjusted gender parity index (GPIA)"
CR.1.Q3.LPIA,TZA,2015,1.058990001678467,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, middle quintile, adjusted location parity index (LPIA)"
CR.1.Q3.M,TZA,2015,72.98918914794922,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, middle quintile, male (%)"
CR.1.Q3.M.LPIA,TZA,2015,1.098039984703064,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, middle quintile, male, adjusted location parity index (LPIA)"
CR.1.Q4,TZA,2015,86.6831283569336,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, fourth quintile, both sexes (%)"
CR.1.Q4.F,TZA,2015,89.342529296875,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, fourth quintile, female (%)"
CR.1.Q4.F.LPIA,TZA,2015,1.075369954109192,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, fourth quintile, female, adjusted location parity index (LPIA)"
CR.1.Q4.GPIA,TZA,2015,1.062690019607544,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, fourth quintile, adjusted gender parity index (GPIA)"
CR.1.Q4.LPIA,TZA,2015,1.057379961013794,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, fourth quintile, adjusted location parity index (LPIA)"
CR.1.Q4.M,TZA,2015,83.74173736572266,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, fourth quintile, male (%)"
CR.1.Q4.M.LPIA,TZA,2015,1.03711998462677,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, fourth quintile, male, adjusted location parity index (LPIA)"
CR.1.Q5,TZA,2015,94.74015045166016,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, richest quintile, both sexes (%)"
CR.1.Q5.F,TZA,2015,94.003662109375,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, richest quintile, female (%)"
CR.1.Q5.F.LPIA,TZA,2015,1.043570041656494,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, richest quintile, female, adjusted location parity index (LPIA)"
CR.1.Q5.GPIA,TZA,2015,0.9815800189971924,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, richest quintile, adjusted gender parity index (GPIA)"
CR.1.Q5.LPIA,TZA,2015,0.9865800142288208,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, richest quintile, adjusted location parity index (LPIA)"
CR.1.Q5.M,TZA,2015,95.76724243164064,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, richest quintile, male (%)"
CR.1.Q5.M.LPIA,TZA,2015,0.9219599962234496,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, richest quintile, male, adjusted location parity index (LPIA)"
CR.1.RUR,TZA,2019,67.51007843017578,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, both sexes (%)"
CR.1.RUR.F,TZA,2019,79.90371704101562,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, female (%)"
CR.1.RUR.F.WPIA,TZA,2015,0.6889700293540955,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, female, adjusted wealth parity index (WPIA)"
CR.1.RUR.GPIA,TZA,2019,1.316890001296997,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, adjusted gender parity index (GPIA)"
CR.1.RUR.M,TZA,2019,54.5830192565918,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, male (%)"
CR.1.RUR.M.WPIA,TZA,2015,0.6129999756813049,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, male, adjusted wealth parity index (WPIA)"
CR.1.RUR.Q1,TZA,2015,61.3480110168457,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, poorest quintile, both sexes (%)"
CR.1.RUR.Q1.F,TZA,2015,67.34857177734375,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, poorest quintile, female (%)"
CR.1.RUR.Q1.GPIA,TZA,2015,1.185999989509583,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
CR.1.RUR.Q1.M,TZA,2015,54.82181930541992,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, poorest quintile, male (%)"
CR.1.RUR.Q2,TZA,2015,67.4483871459961,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, second quintile, both sexes (%)"
CR.1.RUR.Q2.F,TZA,2015,74.72904968261719,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, second quintile, female (%)"
CR.1.RUR.Q2.GPIA,TZA,2015,1.189079999923706,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, second quintile, adjusted gender parity index (GPIA)"
CR.1.RUR.Q2.M,TZA,2015,60.59934997558594,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, second quintile, male (%)"
CR.1.RUR.Q3,TZA,2015,77.73651123046875,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, middle quintile, both sexes (%)"
CR.1.RUR.Q3.F,TZA,2015,82.8443832397461,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, middle quintile, female (%)"
CR.1.RUR.Q3.GPIA,TZA,2015,1.112859964370728,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)"
CR.1.RUR.Q3.M,TZA,2015,73.49474334716797,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, middle quintile, male (%)"
CR.1.RUR.Q4,TZA,2015,88.86589813232422,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, fourth quintile, both sexes (%)"
CR.1.RUR.Q4.F,TZA,2015,92.35781097412108,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, fourth quintile, female (%)"
CR.1.RUR.Q4.GPIA,TZA,2015,1.078850030899048,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
CR.1.RUR.Q4.M,TZA,2015,85.0756607055664,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, fourth quintile, male (%)"
CR.1.RUR.Q5,TZA,2015,93.64156341552734,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, richest quintile, both sexes (%)"
CR.1.RUR.Q5.F,TZA,2015,97.7525634765625,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, richest quintile, female (%)"
CR.1.RUR.Q5.GPIA,TZA,2015,1.085129976272583,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, richest quintile, adjusted gender parity index (GPIA)"
CR.1.RUR.Q5.M,TZA,2015,89.4312973022461,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, richest quintile, male (%)"
CR.1.RUR.WPIA,TZA,2015,0.6551399827003479,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, rural, adjusted wealth parity index (WPIA)"
CR.1.URB,TZA,2019,72.58072662353516,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, urban, both sexes (%)"
CR.1.URB.F,TZA,2019,84.63504791259766,,,Source:Data sources,Tanzania National Panel Survey (NPS) 2019-20. The survey collected data on school attendance and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, urban, female (%)"
CR.1.URB.F.WPIA,TZA,2015,0.0,,,Source:Data sources,United Republic of Tanzania DHS 2015-16. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above.,United Republic of Tanzania,"Completion rate, primary education, urban, female, adjusted wealth parity index (WPIA)"
